AKP; 31.13; 224
MHP; 6.62; 22
CHP; 29.32; 194
IYIP; 14.18; 82
YSP; 11.69; 78
TIP; 1.30; 0
MP; 2.12; 0
ZP; 0.91; 0
BBP; 0.51; 0
YRP; 2.23; 0
